Code,prevValue,closeValue,changePrice,changePercentage,avgDailyMovePct,avgAbsDailyMovePct,jumlahHariData,Sektor,SubSektor
DSNG,1135.0,1345.0,210.0,18.5,1.018,1.113,18,Barang Konsumen Primer,Makanan & Minuman
DSSA,820.0,875.0,55.0,6.71,0.471,2.672,18,Energi,"Minyak, Gas & Batu Bara"
DUTI,4050.0,4290.0,240.0,5.93,0.363,0.393,17,Properti & Real Estat,Properti & Real Estat
DVLA,1510.0,1580.0,70.0,4.64,0.269,0.421,18,Kesehatan,Farmasi & Riset Kesehatan
DWGL,222.0,228.0,6.0,2.7,0.179,1.729,18,Energi,"Minyak, Gas & Batu Bara"
DYAN,77.0,80.0,3.0,3.9,0.238,1.255,18,Perindustrian,Jasa Perindustrian
EAST,86.0,91.0,5.0,5.81,0.335,0.467,18,Barang Konsumen Non-Primer,Jasa Konsumen
ECII,111.0,145.0,34.0,30.63,2.007,5.185,18,Barang Konsumen Non-Primer,Perdagangan Ritel
EDGE,4790.0,4790.0,0.0,0.0,0.0,0.0,17,Teknologi,Perangkat Lunak & Jasa TI
EKAD,168.0,170.0,2.0,1.19,0.072,0.626,18,Barang Baku,Barang Baku
ELIT,169.0,172.0,3.0,1.78,0.114,1.06,18,Teknologi,Perangkat Lunak & Jasa TI
ELPI,1040.99,910.0,-130.99,-12.58,-0.712,3.254,18,Transportasi & Logistik,Logistik & Pengantaran
ELSA,535.0,675.0,140.0,26.17,1.423,2.679,18,Energi,"Minyak, Gas & Batu Bara"
ELTY,23.0,31.0,8.0,34.78,1.883,4.464,18,Properti & Real Estat,Properti & Real Estat
EMAS,5600.0,6200.0,600.0,10.71,0.62,1.381,18,Barang Baku,Barang Baku
EMDE,68.0,68.0,0.0,0.0,0.028,1.868,18,Properti & Real Estat,Properti & Real Estat
EMTK,482.0,520.0,38.0,7.88,0.478,2.017,18,Teknologi,Perangkat Lunak & Jasa TI
ENAK,292.0,254.0,-38.0,-13.01,-0.695,3.412,18,Barang Konsumen Non-Primer,Jasa Konsumen
ENRG,1040.0,1475.0,435.0,41.83,2.181,3.748,18,Energi,"Minyak, Gas & Batu Bara"
ENZO,64.0,64.0,0.0,0.0,0.021,1.578,18,Barang Konsumen Primer,Makanan & Minuman
EPAC,69.0,60.0,-9.0,-13.04,-0.75,3.249,18,Barang Baku,Barang Baku
EPMT,2290.0,2310.0,20.0,0.87,0.061,1.21,18,Barang Konsumen Primer,Perdagangan Ritel Barang Primer
ERAA,342.86,400.0,57.14,16.66,0.94,1.701,18,Barang Konsumen Non-Primer,Perdagangan Ritel
ERAL,258.0,282.0,24.0,9.3,0.547,1.69,18,Barang Konsumen Non-Primer,Perdagangan Ritel
